company,category_main,category_sub,question,answer
기아,차량 구매,일반,LPG 연료 차량을 모든 사람이 구입할 수 있다는데 어떤 내용인가요?,"최근 정부가 내놓은 미세먼지 대책방안의 일환으로 LPG 연료 사용에 대한 규제가 완화됐습니다. 

이전까지 LPG 차량은 장애인/국가유공자가 소유할 수 있었고, 택시/렌터카 같은 사업용 차량, 경차 및 5인승 이상 RV 차량으로 용도와 구매 대상이 제한되어 왔습니다. 

 

때문에 휘발유나 경유 값에 비해 50~60%에 불과할 정도로 연료 값이 저렴함에도 LPG 차량의 시장 점유율은 10%를 넘지 못 했으나 이번 미세먼지 대책 방안으로 인해 규제가 완전히 풀리게 되면서, LPG 차량의 보유가 확대될 것으로 보입니다. 

 

당사에는 모닝 1.0 LPI, 더 뉴 레이 1.0 LPI, 봉고Ⅲ 2.4 LPI, K5 2.0 LPI, K7 3.0 LPI와 같은 5종의 LPG 모델 라인업을 갖고 있으며, 이번 LPG 규제 완화로 혜택을 볼 수 있는 당사의 차종은 K5 2.0 LPI, K7 3.0 LPI 차량입니다."
기아,차량 구매,일반,차량 구입 비용을 현금으로 결제하면 할인을 더 받을 수 있나요?,"차량 구입 비용 현금 결제 시 추가 할인은 없습니다.  

 

신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드회원을 불리하게 대우할 수 없습니다. 현금으로 결제 시 할인 혜택은 신용카드회원에 대한 불리한 대우며, 현금 결제를 유도하거나 종용하는 행위는 여신전문금융업법 위반사항에 해당합니다. 

 

* 여신전문금융업법 제19조(가맹점의 준수사항)  

① 신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드회원을 불리하게 대우하지 못한다.

[개정 2010.3.12] [시행일 2010.6.13]"
기아,차량 구매,일반,해약하는 경우 계약금을 돌려 받을 수 있나요?,"계약 후 차량 출고 전 해약은 고객님께서 계약하신 지점/대리점을 통해 진행 가능합니다. 

차량매매계약서, 통장 계좌(본인 명의), 신분증을 제출해주셔야 하며, 추가적인 상담 및 필요서류 확인을 위해 번거로우시더라도, 방문 전 지점/대리점 운영과에 유선 상담 바랍니다.  

 

자동차 매매계약 체결 후 해약을 하시는 경우, 계약금은 전액 반환하여 드립니다. 금액은 계약하신 고객님 본인 명의의 통장 계좌로 입금처리 되므로, 해약 신청 시 통장 사본을 제출해주셔야 합니다."
기아,차량 구매,일반,장애인 면세로 차량구입 시 제출서류는 무엇인가요?,"차량 출고 전 제출서류

· 일반장애인 : 신분증, 장애인 증명서(관할 주민센터 발급) 제출 

· 국가유공상이자 : 신분증, 상이등급이 기재된 국가유공자 증서 제출  

 

차량 출고 후 제출서류

· 일반장애인 : 장애인 증명서 사본, 자동차등록증 사본, 주민등록등본 원본  운전면허증 사본 (본인 또는 장애인과 생계를 함께 하는 자)  등록원부갑부 원본(공동명의 확인용)  

· 국가유공상이자 : 국가유공자증서 사본(상이등급 기재), 자동차등록증 사본, 주민등록등본 원본 운전면허증 사본 (본인 또는 장애인과 생계를 함께 하는 자) 등록원부갑부 원본(공동명의 확인용)  

 

* 차량을 공동명의 및 할부로 구입하시면 추가 서류가 필요합니다.  자세한 사항은 영업직사원 통해 안내 받으실 수 있습니다."
기아,차량 구매,일반,특장차량 중 냉온장탑차는 어떤 차량인가요?,"고객 필요에 따라 냉동·히팅을 위해 탑 내 온도를 자유롭게 조절 가능한 차량입니다.

냉동, 히팅이 각각 독립된 시스템으로 작동되는데, 냉동시스템은 냉매를 사용하며 히팅시스템은 엔진 열기를  이용하여 겨울철에도 성능저하 없이 히팅 가능합니다. (냉동기 이상 여부와 상관없이 히팅시스템 구동 가능)  

 

유용하게 사용하실 수 있는 업종  

· 냉동·냉장제품 운송업(축산물, 수산물, 채소, 야채, 유제품, 빙과류, 냉동식품 등)

· 온장제품 운송업(의약품, 출장뷔페, 급식업체, 식자재, 프린터 잉크 등)

· 겨울철에 도시락, 과일 등을 얼지 않게 배송해야 하는 고객   

· 항상 일정 온도(약 15ºC)로 관리해야 하는 의약품을 배송하는 고객  · 한파에 깨질 위험이 있는 유리병 제품(술, 음료수) 등을 배송하는 고객"
기아,차량 구매,일반,차량 구입 시 차량대금을 입금할 수 있는 입금계좌가 따로 있나요?,"자동차 매매대금의 송금은 별도로 통지하는 기아(주) 계좌로만 가능합니다. 

차량계약 후 계약자 본인의 가상계좌를 안내해드리고 있으며, 지정된 가상계좌는 계약하신 지점 또는 대리점에 문의하시면 확인 가능합니다.  

차량계약금 및 차량대금은 계약자 본인의 가상계좌로 송금하여 주시고, 무통장 입금증을 잘 보관하여 주시기 바랍니다.  

 

가상계좌란?  

· 다수의 고객과 거래하는 기업이 은행으로부터 가상계좌를 발급받아 고객에게 부여하고, 수납대금이 개별 가상계좌에 입금되면 은행에서 실시간(또는 지정된 시각)으로 기업의 모계좌에  자동으로 이체해주는 서비스입니다."
기아,차량 구매,일반,차량 구입 시 납부하는 ‘의무보험료’는 무엇인가요?,"의무보험료는 차량이 출고된 후 임시운행기간 동안에만 유효한 보험입니다. 

 

임시운행 기간 중 발생되는 교통사고 피해자의 피해배상 보장을 위한  자동차 손해배상 보장법 개정으로 임시운행 허가차량의 의무보험을 반드시 가입·납부하셔야 합니다.

 

보상책임기간은 출고일부터 임시운행 허가기간인 10일 동안이며, 의무보험은 1회 소멸성 보험으로 임시운행증을 반납하거나  다른 책임보험에 가입하시는 경우 자동으로 해지됩니다.

 

차량을 구입하신 경우 임시운행 허가기간 종료 이전에  1년 만기 책임보험 or 종합보험에 반드시 가입하셔야 합니다.  

 

* 기타 의무보험과 관련한 사항은 현대해상화재보험 고객콜센터를 통해 상담받으실 수 있습니다.

(현대해상화재보험 고객 콜센터 : 1588-5656)"
기아,차량 구매,일반,기아 리스에 대해 알고 싶습니다.,"자동차 리스는 리스사(캐피탈사)가 고객이 원하는 자동차를 대신 구매하여 일정계약을 맺고 개인에게 차량을 대여하는 서비스 입니다. 자동차의 명의와 소유는 리스사(캐피탈사)이며, 고객이 매월 대여료를 납부하고 대여하는 방식의 자동차 금융 상품 입니다.

 

고객의 다양한 Needs(차량/색상/옵션 등)에 맞는 맞춤형 차량 구성이 가능하며, 자동차 리스와 관련한 자세한 상담은 전국 기아차 영업점이나 현대캐피탈 고객센터(1588-5211)로 문의하시면 확인할 수 있습니다.  

 

차량이 고장났을 경우 어떻게 해야 하나요?  

· 차량이 고장났을 경우, 고객님께서 직접 정비를 진행하셔야 합니다. 리스차량도 기아 보증기간이  동일하게 적용되며, 기아 정비 네트워크에서 수리 가능합니다.  

 

월 납입금에 세금과 기타비용이 포함되어 있다고 하는데, 구체적으로 어떻게 되나요?  

· 차량 구매 후 납부하는 차량대금, 취·등록세, 자동차세, 공채비용 등이 월 납입금에 포함됩니다.  추가적으로 연 보험료도 월 납입금에 포함시켜 무이자로 분납할 수 있으며,  차량 운행 시 발생할 수 있는 범칙금 및 과태료도 대납 처리할 수 있습니다. (대납 후 별도 청구)

 

상품설명

· 각종 세금 및 서비스 이용대금을 포함하고도 할부보다 40% 저렵하게 이용 가능"
기아,차량 구매,일반,경차 유류세 환급 제도는 어떤 내용인가요?,"정부에서 서민의 유류비 부담 완화를 위하여 경차 소유자의 유류세 일부를 환급해 주는 제도입니다.  

 

① 감면대상

· 배기량 1,000CC미만의 자동차를 소유한 자로서,  경차 소유자 및 주민등록표상 동거가족이 소유한 승용차 또는 승합차 각각의 합계가 1대인 경우   

· 에너지 및 자원사업 특별회계법 시행령 제 3조 제 1항 제 10호의 2에 따른,  지원사업의 수혜대상자인 장애인 또는 국가유공자가 아닌 경우 

 

② 감면내용

· 휘발유·경유 250원/ℓ, LPG 160.82원/ℓ 할인  (유류세 환급 단가는 정부정책에 따라 변동 가능)

 

③ 감면한도 : 최대 20만원

 

④ 적용기한 : ’18.12.31  

* 해당 제도는 자동차 관련 주요 정책·제도 변경에 따라 변동될 수 있습니다. (조세특례제한법) 

* 경차 유류세 환급제도는 2008년도에 한시적으로 도입하여 2년마다 갱신·운영되고 있는 제도이며,  정부 정책에 따라 운영 기간은 변동될 수 있습니다.   

 

환급대상

① 경형승용차 1대만 소유한 경우(모닝, 레이등)

② 경형승합차 1대만 소유한 경우

③ 경형승용차와 경형승합차 각 1대씩만 소유한 경우

· 경형승용차, 경형승합차 각 1대씩 총 2대를 소유헸다면 모두 가능

④ 경형승용차 1대와 화물차 1대 소유한 경우

⑤ 경형승용차 1대를 공동명의로 소유한 경우(1인만)

⑥ 경형승용(승합)차 1대 소유자가 사업자인 경우

 

비 환급대상

① 경형승용차 1대와 승용차 1대 소유한 경우

② 경형승용(승합)차 1대만 소유하고 있으나 장애인 또는 국가유공자 

유류비 지원 대상인 경우

③ 경형승용차 1대와 개인택시(승용차) 1대 소유한 경우

④ 경형승용(승합)차 1대였으나 세대 합가로 2차량이 된 경우

· 세대가 추후 분리된 경우 가능"
기아,차량 구매,일반,장기 렌터카를 구입하고 싶습니다. 어떻게 하면 되나요?,"전국의 기아 영업지점이나, 렌터카영업소를 통해 구입 상담이 가능합니다.  

기아렌터카 영업소

판매 네트워크 바로가기 >"
기아,차량 구매,일반,"차량(구입, 등록, 소유 시)에 부과되는 세금은 어떤 종류가 있나요?","구입 단계 : 개별소비세, 교육세, 부가가치세가 차량 가격에 포함되어 부과  

등록 단계 : 취득세 부과  

소유 단계 : 자동차세 연단위로 부과  

 

* 그 외에 공채 매입과경유자동차에 부과되는 환경개선부담금이 있습니다.  

자세한 내용은 기아홈페이지에서 확인하실 수 있습니다.

세금 바로가기 >"
기아,차량 구매,일반,경차 구입 시 어떤 혜택을 받을 수 있나요?,"① 개소세 면제 및 취등록세 감면

· 4%(단, 취득세액 75만원 한도 감면)

 

② 저렴한 자동차세

· 모닝 998c 기준 자동차세 79,840원 + 지방교육세 23,952원

 

③ 유류세 환급

· 매년 20만원 한도 내에서 리터 당 250원 환급 가능

(각종 카드사에서 발급 가능한 경차전용 카드 사용만 가능)

 

④ 기타

· 이외에도 공영 주차장 50% 할인, 통행 요금 50% 할인 등 다양한 혜택을 누리실 수 있습니다."
기아,차량 구매,일반,차량 구입 시 차량에 장착되는 타이어를 선택할 수 있나요?,"차량에 장착되는 타이어는 엄격한 품질조사를 통해 최상의 부품을 선정하여 공급하고 있습니다.

자동차부품은 품질향상 및 안정적 부품공급을 위해 복수업체를 사용하고 있으며,

따라서 차량에 장착되는 타이어는 제조사 별 임의 선택은 불가합니다."
기아,차량 구매,일반,차량 구입 시 세금계산서 발급 대상은 어떻게 되나요?,"부가가치세법에 의거 개인 및 사업자 구분과 차종에 따라 영수증 또는 세금계산서를 발급하게 되어있습니다.

당사에서는 개인인 경우 경차, 상용차, 버스, 카니발 차량에 한하여세금계산서를 발급하며 이외의 차종은 영수증을 발행하여 드립니다.

또한, 사업자인 경우에는 차종에 관계없이 세금계산서를 발행하여 드립니다. 

세금계산서와 영수증은 차량 출하 시 발급되며, 재발급이 필요하신 경우 차량을 구입하신 판매점(지점, 대리점)을 통해 확인 가능하십니다."
기아,차량 구매,일반,자동차 구입 비용은 소득공제 및 현금영수증을 받을 수 있나요?,"부동산·자동차 등 등기·등록이 되는 재산의 구입비용은 현금영수증 제도 시행부터 근로자의 소득공제 대상에서 제외하고 있으며, 소득공제 제외 대상이 되는 지출의 경우에는 현금영수증 발급대상에서도 제외되고 있습니다.  

* 소득공제 제외항목 : 자동차, 부동산, 선박, 상호, 상표권 등  

 

참고로 연말정산 및 세무상담에 관한 자세한 사항은 국세청 홈페이지 또는 대표상담전화 국번없이 126에서 안내 받으실 수 있습니다.

국세청"
기아,차량 구매,일반,차종별로 구동방식은 어떻게 적용되나요?,"① 전륜 구동방식

· 승용 : 더 뉴 모닝, 더 뉴 프라이드, 더 뉴 K3(쿱), K5, 올 뉴 K7  

· RV : 레이, 쏘울(EV), 카렌스, 스포티지, 쏘렌토, 카니발, 니로, 스토닉 

 

② 후륜 구동방식  

· 승용 : 더 뉴 K9, 스팅어  

·  RV : 더 뉴 모하비  

· 상용 : 봉고Ⅲ 트럭  

 

③ 4륜 구동방식  

· 스포티지, 쏘렌토, 더 뉴 모하비  

* 4륜 선택 차종에 한함"
기아,차량 구매,일반,기아에서 실시하는 이벤트가 있나요?,"기아에서 실시하는 이벤트는 홈페이지에서 확인 또는 참여하실 수 있습니다.

참고로 이벤트는 매월 시장, 계절 또는 월별 특성에 맞추어 계획/운영되기 때문에매월 이벤트 내용이 변경될 수 있습니다.

진행 중인 이벤트 바로가기 >"
기아,차량 구매,일반,차종별 판매조건은 어떻게 되나요?,"이달의 판매조건은 기아 홈페이지 > 구매 > 이 달의 구매 혜택에서 확인 가능합니다. 

또한, 판매조건은 시장 및 재고 상황을 고려하고, 계절 또는 월별 특성에 맞추어 계획/운영되기 때문에매월 조건이 변경될 수 있습니다.

 

기아는 전국 어디서나 동일한 가격과 조건으로 판매되고 있으며, 자세한 내용은지점/대리점에 문의하여 주시기 바랍니다.

이 달의 구매 혜택 바로가기 >"
기아,차량 구매,일반,기아 전시차 및 시승차량은 어디에서 확인할 수 있나요?,"기아 홈페이지에서 전시차 및 시승예약서비스를 확인하실 수 있습니다.  

단, 상황에 따라 시승차 및 전시차 현황이 상이할 수 있으니 영업점으로 확인 후 방문하여 주시기 바랍니다.

 

판매 네트워크 바로가기 >

시승 신청 바로가기 >"
기아,차량 구매,일반,차량 견적을 받는 방법은 무엇인가요?,"차량 견적은 기아 홈페이지에서 간단히 이용이 가능합니다.

홈페이지에서는 차량 판매가격과 옵션을 선택하여 견적을 이용하실 수 있습니다.

또한, 홈페이지 로그인을 하시면 할부 및 차량에 대한 세금 등을 포함한 상세 견적을 이용하실 수 있습니다.

 

아울러, 자세한 문의는 구매상담 전용회선(1588-1100) 또는 가까운 지점/대리점으로 문의하여 주시기 바랍니다.

견적 내기 바로가기 >"
기아,차량 구매,일반,차량대금 신용카드 결제 시 본인 이외 카드로 결제 가능한가요?,"차량 구매자가 개인인 경우 본인 카드만 이용이 가능하며, 계약자가 본인 외 1인인 경우 본인 외 1인의 카드도 허용됩니다. 

개인사업자인 경우 사업자명의 및 대표자 본인카드, 법인인 경우 법인명의 카드만 사용이 가능합니다.

 

신용카드 결제 범위

· 단독개인명의 : 본인 신용카드, 체크카드만 사용가능 (가족카드, 기프트카드(상품권) 불가)

· 공동명의 : 공동명의자 카드 사용가능, (공동명의자가 개인사업자일 경우 사업자 카드 불가)

· 개인사업자 : 사업자, 대표자 개인카드만 가능 (개인 사업자의 기업카드, 공동사업자 유선승인)

· 법인사업자 : 법인신용카드만 사용가능 (개인 신용카드 불가)     

법인기명식카드 → 대표이사, 직원, 사외이사 : 재직증명서, 법인등기부등본 첨부)

 

* 여신전문금융업법에 의거하여 신용카드는 명의자의 사용 동의 여부를 불문하고 타인의 카드를 양도하여 사용할 수 없기 때문에 본인 명의 신용카드로만 결제 가능합니다."
기아,차량 구매,일반,장애인차량을 타인에게 어떻게 양도 할 수 있나요?,"장애인 차량을 일반인에게 양도할 경우

개별소비세 면제 차량 취득 후 5년 이내 장애인이 아닌 일반인에게 양도할경우에는 양도시점에서 개별소비세가 부과됩니다

 

장애인에게 양도할 경우

양수자에게 면세반출 관련 구비서류를 제출받아 양도일이 속하는 달의 다음 달 말까지관할 세무서에 신고하여야 하며 , 신고하지 않은 경우 개별소비세가 징수됩니다.

 

* 자세한 내용은 관할 관청으로 문의바랍니다."
기아,차량 구매,일반,개명을 했는데 기아에 제공된 개인정보 변경 방법은 무엇인가요?,"개명 후 회원정보 변경은 당사 기아 홈페이지 또는 고객센터(080-200-2000)에서 가능합니다.  

 

기아 홈페이지에서 변경 할 경우  

'마이페이지 > 회원정보 수정'에서 가능합니다.

이름 변경 시에는 ‘아이핀 인증하기’ 또는 ‘휴대폰으로 인증하기’를 통해 실명인증 후 변경하실 수 있습니다.   

 

* 홈페이지 사용을 할 수 없거나, 위와 같은 방법으로 진행 시 정상적으로 변경이 되지 않을 경우 고객센터(080-200-2000)로 문의하여 주시기바랍니다. 

회원정보 수정 바로가기 >"
기아,차량 구매,일반,장애인이 차량을 구입할 때 어떤 혜택이 있나요?,"장애인 조건으로 차량 구입 시 혜택 (서울시 기준)

① 개별소비세 면제 

② 지방세(취득세, 자동차세) 면제 

③ 공채매입 면제 

· 일반장애 1~3급 및 국가유공상이 1~7급은 1,2,3번의 혜택을 모두 받으실 수 있으며 그 이외의 장애등급 고객께서는 공채매입 면제만 가능합니다. 

· 지방세는 지방자치 단체별로 면세규정에 차이가 있으므로 구입 전 확인이 필요합니다."
기아,차량 구매,일반,지점과 대리점의 차량 판매금액이 다른가요?,"기아는 판매질서 확립과 고객보호를 위해 정도판매 정책을 적극적으로 추진해왔으며, 그 일환으로 전국 지점 및 대리점 어디서나 동일한 가격과 조건으로 차량을 판매하고 있습니다.

차량 구매와 관련하여 보다 상세한 내용은 가까운 기아 지점(대리점)으로 문의하여 주시기 바랍니다."
기아,차량 구매,일반,차량에 근저당 설정이 되어 있는데 말소할 수 있는 방법은 무엇인가요?,"차량 근저당 설정은 통상적으로 캐피탈 할부를 이용하여 구입할 때 캐피탈 회사에서 신용 또는 보증인 이외에 별도의 채권확보가 필요할 경우에 근저당 설정을 하게 됩니다.

캐피탈 회사에 차량 할부금 완불했을 경우에만 근저당 해지가 가능하며, 필요서류 및 자세한 내용은 근저당을 설정한 캐피탈 회사로 문의하여 주시기 바랍니다."
기아,차량 구매,일반,카달로그/가격표는 어디서 확인 가능한가요?,"카달로그/가격표는 기아 홈페이지 내에서 확인하실 수 있습니다. 

또한, 관심 차종을 선택하시면 차량의 특징, 갤러리, 제원, 차량안전도, 가격 등의 정보를 확인하실 수 있습니다. 

 

카탈로그/가격표 바로가기 >"
기아,차량 정비,일반,단속 카메라 및 안내 경로에 대한 오류 등이 발행하는 경우 어떤 조치를 취할 수 있나요?,"사고를 목격하시거나, 갑작스러운 도로 공사, 통제, 포트홀로 길이 막힌 경우, 지도안내 화면에서 해당 지점을 길게 누르면, ‘사용자 신고’를 바로 실행할 수 있습니다.

신고된 정보는 향후 안전 운행을 위한 소중한 데이터로 활용됩니다. 

* 지도 정보가 이상하면 “지도정보”, 도로 카메라 정보가 잘못되어 있으면 “카메라”, 터널 등 외부 공기를 차단해야 할 곳이 있다면 “외부 공기 차단”을 눌러주세요.

* 표준형5W, 고급형6세대 가 적용된 차종에서 제공됩니다."
기아,차량 정비,일반,모바일 내비게이션 대비 기아 내비게이션의 ‘도착 예정 시간’은 정확한가요?,"기아 내비게이션은 커넥티드 카 기반의 교통 정보 활용, 경로 탐색 품질이 개선되는 순환 구조를 통해 안정된 경로 품질을 제공하고 있습니다."
기아,차량 정비,일반,모바일 내비게이션과 차별화 되는 기아 내비게이션만의 특장점은 무엇인가요?,"① 일반 지도만 사용하는 모바일 내비게이션과는 달리 국내 전국 ADAS 지도 구축을 통해 정확한 지도 정보를 제공합니다.

② GPS 수신정보 외 차량 내 센서 데이터를 이용하여 터널,지하차도, 지하주차장에서도 정확한 길 안내 서비스를 제공합니다.

* 지하주차장 지도를 제공하는 주차장은 코엑스, 롯데 월드, 현대 프리미엄 아울렛 김포, 더현대 서울, 현대백화점 판교점, 디에이치 자이 개포, 디에이치 반포 라클라스 등 을 제공하고 있으며, 앞으로 지속적으로  확대 예정입니다. 

③ 지도 데이터 및 위치 데이터를 활용한 다양한 차량 연동 기능을 통해 차량 내 고객에게 보다 안전하고 편리한 기능을 제공합니다.

- 터널 진입 시 외부공기 유입방지 제어, 내비게이션 연동 스마트 크루즈 컨트롤, 그린존 드라이브 모드 등"
기아,차량 정비,일반,내비게이션 외 클러스터와 헤드업 디스플레이도 무선 업데이트가 되나요?,"2022년 7월 정기 업데이트 시, ‘THE NEW K9 2021’ 모델에 헤드업 디스플레이(HUD)의 길 안내 그래픽이 새롭게 적용 되었습니다.

추후 대상 차종 확대 예정이며, 헤드업 디스플레이 업데이트는 해당 옵션 장착 차량만 가능합니다.

* 클러스터와 헤드업 디스플레이 업데이트 적용 여부는 차종마다 상이할 수 있습니다.

* 지자체 실 도로 유도선 색상과 클러스터/헤드업 디스플레이/내비게이션 유도 색상 정보 동일하게 반영하여 운전자 편의 강화"
기아,차량 정비,일반,내비게이션 무선 업데이트는 어떻게 이뤄지나요?,"일정 시간 이상 주행 시, 최신 버전의 지도와 소프트웨어로 자동 업데이트가 진행되며, 

주행 종료 후 시동을 끌 때 팝업 표시창의 ‘시작’ 버튼을 누르면 시스템 업데이트까지 최종 완료됩니다.

* 업데이트 상태 확인은 '설정-일반-SW정보/업데이트' 에서 확인할 수 있습니다."
